filename,width,height,class,xmin,ymin,xmax,ymax
007c209f26d45108.jpg,1024,768,Pizza,443,53,723,300
00858e9b24d18c6a.jpg,768,1024,Beer,483,405,643,984
00858e9b24d18c6a.jpg,768,1024,Beer,184,403,282,613
008661f71363796c.jpg,1024,768,Pizza,0,0,1023,767
008869cf69260c75.jpg,1024,1024,Beer,288,153,764,947
0089e7411ea3fd2a.jpg,1024,1024,Pizza,0,1,1022,1012
008d30408a115f93.jpg,1024,683,Hamburger,736,402,871,507
00902df449c3460e.jpg,1024,678,Hamburger,0,267,481,654
00902df449c3460e.jpg,1024,678,Hamburger,39,0,367,354
00902df449c3460e.jpg,1024,678,Hamburger,356,0,616,308
00902df449c3460e.jpg,1024,678,Hamburger,483,240,1023,653
00902df449c3460e.jpg,1024,678,Hamburger,553,0,882,296
0095792bd7986521.jpg,1024,768,Beer,213,67,589,716
009858c5ce9e782e.jpg,1024,1024,Hamburger,199,81,804,750
009b42bbfdb6a85f.jpg,768,1024,Beer,0,620,248,1023
009b42bbfdb6a85f.jpg,768,1024,Beer,322,451,526,1023
009f9ee6fc4d6897.jpg,770,1024,Beer,414,343,559,549
009fa7754fece924.jpg,1024,768,Pizza,6,26,1023,641
00a7370d9228094e.jpg,1024,1024,Beer,605,431,747,662
00a77791259b2d75.jpg,1024,768,Beer,199,579,312,767
00b0ef275247d3ae.jpg,1024,768,Beer,55,54,650,638
00bf29ce5868629f.jpg,768,1024,Beer,229,569,419,947
00bf29ce5868629f.jpg,768,1024,Beer,394,489,585,867
00c1bd340f86a04b.jpg,1024,768,Beer,207,595,302,753
00c1bd340f86a04b.jpg,1024,768,Beer,387,460,435,538
00c1bd340f86a04b.jpg,1024,768,Beer,508,465,559,530
00c1bd340f86a04b.jpg,1024,768,Beer,569,514,640,628
00c1bd340f86a04b.jpg,1024,768,Beer,569,633,672,767
00c1bd340f86a04b.jpg,1024,768,Beer,615,462,662,555
00cbbee2c29ebf29.jpg,1024,683,Beer,307,275,451,441
00cbbee2c29ebf29.jpg,1024,683,Beer,561,115,686,341
00cbbee2c29ebf29.jpg,1024,683,Beer,828,126,933,313
00cf5da6ca6fad58.jpg,1024,502,Beer,503,302,527,355
00cfa99b250e5f05.jpg,1024,1024,Beer,366,492,526,793
00dca91db138c057.jpg,1024,768,Beer,661,419,741,519
00e2153ba3aa07e9.jpg,1024,768,Beer,0,226,259,680
00e2153ba3aa07e9.jpg,1024,768,Beer,792,242,1023,641
00eb45a74a11f3a8.jpg,768,1024,Beer,159,172,624,969
00f05467e862ace1.jpg,1024,768,Beer,689,270,914,620
00f575b8ee87ff91.jpg,768,1024,Beer,248,142,595,677
0109ed378642c799.jpg,1024,768,Hamburger,419,182,895,581
010ced427eccfda4.jpg,1024,684,Beer,429,473,667,683
011abcca96c5cf28.jpg,1024,768,Pizza,0,144,1012,734
011d4912967af148.jpg,768,1024,Beer,253,249,546,866
011dd853f0afa2c5.jpg,1024,765,Pizza,0,0,1023,764
0129d889de4aed94.jpg,1024,1024,Beer,212,0,784,656
0135eae1ccbbaa21.jpg,1024,768,Beer,76,143,475,767
013fe827b67cfd60.jpg,1024,1024,Pizza,70,70,1022,886
014012aaddbfa323.jpg,613,1024,Hamburger,229,597,346,647
0154bb711417cefb.jpg,683,1024,Hamburger,140,314,682,715
0155fd69df599047.jpg,1024,1024,Pizza,249,538,309,575
0155fd69df599047.jpg,1024,1024,Pizza,301,542,378,573
0155fd69df599047.jpg,1024,1024,Pizza,324,582,545,662
0155fd69df599047.jpg,1024,1024,Pizza,331,418,440,448
0155fd69df599047.jpg,1024,1024,Pizza,389,443,532,496
0155fd69df599047.jpg,1024,1024,Pizza,408,652,672,769
0155fd69df599047.jpg,1024,1024,Pizza,697,801,1022,977
015b2fb888ec339f.jpg,768,768,Hamburger,0,241,450,691
015c358ca3a77804.jpg,1024,683,Hamburger,128,196,744,536
0165a41d4531ccd2.jpg,1024,768,Beer,626,497,760,696
0165a41d4531ccd2.jpg,1024,768,Beer,787,350,862,462
0165a41d4531ccd2.jpg,1024,768,Beer,948,538,1023,767
016a02cbc3052227.jpg,1024,768,Pizza,85,152,863,727
016e7a61d69d447f.jpg,1024,685,Beer,179,55,654,684
0171253cf854d2c3.jpg,1024,683,Hamburger,145,78,574,462
0171253cf854d2c3.jpg,1024,683,Hamburger,146,77,573,455
017b89d966e4bfd5.jpg,1024,1024,Hamburger,0,42,938,952
0187d91418100b9a.jpg,1024,680,Pizza,0,0,867,514
0187d91418100b9a.jpg,1024,680,Pizza,487,38,1022,678
018b166b12084cf3.jpg,1024,1024,Pizza,0,64,1022,1022
018e424b73f04e52.jpg,768,1024,Beer,85,285,148,373
018e424b73f04e52.jpg,768,1024,Beer,141,248,205,342
018e424b73f04e52.jpg,768,1024,Beer,179,707,287,887
018e424b73f04e52.jpg,768,1024,Beer,354,774,445,845
018e6e00b8c520c5.jpg,1024,1024,Beer,247,199,460,527
01ad13e5e7fd8311.jpg,1024,685,Hamburger,124,153,435,450
01ad13e5e7fd8311.jpg,1024,685,Hamburger,432,168,684,432
01ad13e5e7fd8311.jpg,1024,685,Hamburger,664,193,942,448
01b15dfad04577c4.jpg,805,1024,Beer,19,129,319,653
01b15dfad04577c4.jpg,805,1024,Beer,318,179,713,829
01b375a13a69dc80.jpg,1024,768,Hamburger,0,0,1023,706
01ba7a2a32177dee.jpg,1024,768,Hamburger,304,339,572,610
01bc8823f8799e89.jpg,1024,768,Hamburger,446,181,1022,745
01c942eb06d31e23.jpg,765,1024,Hamburger,26,323,407,672
01cf24eced5cf20d.jpg,1024,576,Beer,199,162,471,560
01d5b337379f97db.jpg,682,1024,Beer,148,275,546,844
01e16ab5d351b692.jpg,1024,768,Beer,2,449,141,715
01e16ab5d351b692.jpg,1024,768,Beer,486,510,677,616
01e9eac7f3601b11.jpg,764,1024,Beer,172,271,588,689
01f69eac11db9e89.jpg,1024,1024,Beer,307,147,711,721
01f8865ab2a6a4ca.jpg,1024,1021,Hamburger,0,128,577,602
01f8865ab2a6a4ca.jpg,1024,1021,Hamburger,547,208,1023,681
01fa0ecf4cd755de.jpg,679,1024,Beer,147,310,275,636
01fa0ecf4cd755de.jpg,679,1024,Beer,329,64,591,884
01fb74ced447a088.jpg,1024,768,Hamburger,152,60,752,767
01fe312fc2e8165b.jpg,1024,685,Beer,367,585,455,645
01fe312fc2e8165b.jpg,1024,685,Beer,621,559,711,618
01ffebc5e2b82c90.jpg,1024,683,Hamburger,167,167,533,606
020620312ed90519.jpg,1024,1024,Hamburger,0,20,1022,1004
020b6f63653392d0.jpg,678,1024,Beer,87,218,453,1023
0211cc235808f9a8.jpg,1024,1024,Pizza,534,121,1022,473
0212fed5e10f3943.jpg,1024,683,Pizza,0,0,356,533
0212fed5e10f3943.jpg,1024,683,Pizza,414,205,563,513
021bbede4fe66f10.jpg,1024,683,Hamburger,52,0,473,391
021d849cb1921bb0.jpg,1024,683,Hamburger,71,71,464,461
021d849cb1921bb0.jpg,1024,683,Hamburger,453,42,797,416
02218cb5ec6b34c5.jpg,1024,1024,Pizza,272,580,966,876
02218cb5ec6b34c5.jpg,1024,1024,Pizza,390,379,1019,785
0229bb9c2eeef7dc.jpg,768,1024,Beer,159,147,615,702
0230d09e338ef84d.jpg,1024,688,Hamburger,1,180,981,579
023e315d28eea059.jpg,1024,683,Hamburger,192,251,792,631
023f5df1cf7bb9d2.jpg,1024,766,Hamburger,479,0,1022,643
0241c07973160eb6.jpg,1024,768,Hamburger,0,460,1022,766
024999cfa3d41a27.jpg,1024,1024,Beer,187,31,860,1022
024f0ff35fce02ff.jpg,1024,1024,Hamburger,38,134,913,902
024f9f8ae5a0643f.jpg,1024,682,Beer,202,0,1001,681
02518aec849f8893.jpg,1024,1024,Hamburger,17,44,1022,923
02555b4c759ca294.jpg,764,1024,Beer,98,232,460,876
025a2889a6e5e55a.jpg,1024,1024,Hamburger,22,33,1004,907
0263e07cf3416e2d.jpg,1024,683,Hamburger,61,103,424,489
026ba28308ac3115.jpg,768,1024,Beer,45,622,145,719
026ba28308ac3115.jpg,768,1024,Beer,338,430,396,514
026c78d3d4011090.jpg,1024,684,Pizza,154,422,443,618
026ee9668d5681fa.jpg,1024,1024,Hamburger,0,23,921,1008
026ee9668d5681fa.jpg,1024,1024,Hamburger,235,0,819,284
0270a71d84562661.jpg,1024,768,Pizza,138,85,899,767
02761836c1e4ac93.jpg,1024,768,Hamburger,24,215,1016,710
027f0a075248d655.jpg,1024,472,Hamburger,238,23,762,453
027fc8b3e84fe87b.jpg,1024,1024,Pizza,193,236,280,276
027fc8b3e84fe87b.jpg,1024,1024,Pizza,339,496,676,681
027fc8b3e84fe87b.jpg,1024,1024,Pizza,385,243,548,299
027fc8b3e84fe87b.jpg,1024,1024,Pizza,430,337,649,435
027fc8b3e84fe87b.jpg,1024,1024,Pizza,459,214,577,257
027fc8b3e84fe87b.jpg,1024,1024,Pizza,460,291,652,361
027fc8b3e84fe87b.jpg,1024,1024,Pizza,566,411,851,548
027fc8b3e84fe87b.jpg,1024,1024,Pizza,596,627,1022,992
02819a04150f5207.jpg,1024,683,Hamburger,130,84,770,538
028a393270285c2a.jpg,1024,765,Pizza,106,302,771,758
028c3acccb1ebed6.jpg,1024,680,Hamburger,115,232,676,608
028c3acccb1ebed6.jpg,1024,680,Hamburger,280,118,611,280
028ca0580fed3628.jpg,1024,768,Hamburger,492,462,842,767
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,204,233,393,418
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,209,212,373,283
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,387,267,595,461
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,440,197,588,312
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,627,187,773,320
028d2b0d7ae6fb95.jpg,1024,679,Hamburger,643,223,828,418
028dd68a7087722d.jpg,1024,681,Beer,40,549,164,680
028f9e204c7f0335.jpg,1024,683,Hamburger,350,178,818,544
029c103b7ec09ab6.jpg,1024,768,Beer,330,174,865,706
029c103b7ec09ab6.jpg,1024,768,Beer,336,382,655,696
029c103b7ec09ab6.jpg,1024,768,Beer,341,174,572,380
029c103b7ec09ab6.jpg,1024,768,Beer,595,230,863,577
02a59c80ba97be49.jpg,1024,768,Hamburger,337,289,654,633
02a89cee83e56ca2.jpg,1024,683,Hamburger,350,401,575,564
02d4d65ef07b0e56.jpg,1024,1024,Beer,222,96,707,926
02d5ce715debb8bb.jpg,1024,768,Hamburger,0,0,252,378
02d5ce715debb8bb.jpg,1024,768,Hamburger,12,387,890,766
02d5ce715debb8bb.jpg,1024,768,Hamburger,259,26,506,367
02d5ce715debb8bb.jpg,1024,768,Hamburger,517,46,765,364
02d5ce715debb8bb.jpg,1024,768,Hamburger,769,0,1022,380
02d5dfcc70afbcae.jpg,1024,1024,Beer,230,835,368,1017
02d5dfcc70afbcae.jpg,1024,1024,Beer,659,393,723,468
02d5dfcc70afbcae.jpg,1024,1024,Beer,721,711,817,841
02e49ce7212f9176.jpg,1024,768,Hamburger,230,91,875,700
02f133ed811a85e8.jpg,1024,1024,Beer,155,135,556,694
02f1698daf1b3daf.jpg,1024,768,Beer,853,647,993,767
02f7ad06d7f7e70a.jpg,768,1024,Beer,246,476,767,1023
02faf05e6eb05243.jpg,684,1024,Beer,165,307,450,1010
030abaaec928acf4.jpg,1024,576,Beer,437,28,704,526
030e819677c3e5c7.jpg,1024,768,Hamburger,222,181,556,616
030f6a908737bbca.jpg,1024,681,Pizza,88,276,652,678
030f6a908737bbca.jpg,1024,681,Pizza,267,151,638,308
03115223fe6ec79d.jpg,1024,1024,Hamburger,42,89,815,792
0314ad91727738ea.jpg,1024,768,Pizza,489,130,738,611
031a36fb05dd1500.jpg,1024,768,Beer,31,136,253,496
031a36fb05dd1500.jpg,1024,768,Beer,429,582,582,767
0328764acee9a58c.jpg,768,1024,Beer,194,332,465,780
032a117dff850653.jpg,1024,574,Hamburger,0,0,568,573
0333e344ab4137de.jpg,1024,768,Pizza,59,42,924,704
033c895ea4da2e86.jpg,1024,683,Pizza,120,71,749,629
0340765fa86a903e.jpg,1024,1024,Hamburger,92,5,915,967
0344b2cc9d7bfeb6.jpg,1024,1024,Hamburger,0,450,938,1012
0344b2cc9d7bfeb6.jpg,1024,1024,Hamburger,652,220,759,353
0347430ffd8f3671.jpg,1024,768,Beer,306,137,683,717
0361362670771a2f.jpg,1024,683,Pizza,149,133,917,672
03628e2010cf70a7.jpg,1024,613,Hamburger,62,24,855,603
03658859d7a4b860.jpg,1024,768,Hamburger,229,133,751,667
036588a5f9e17ca3.jpg,768,1024,Hamburger,194,198,602,378
036b77576f7b54cd.jpg,1024,768,Pizza,0,6,1018,766
037a52eda9ea0778.jpg,1024,683,Pizza,0,68,985,682
037e8bab9ed22a4a.jpg,1024,683,Pizza,91,151,1023,670
03833ffbd4a02d17.jpg,1024,688,Beer,398,18,857,685
03841e4cff5c16b5.jpg,1024,768,Beer,549,108,887,481
03841e4cff5c16b5.jpg,1024,768,Beer,0,197,185,440
03841e4cff5c16b5.jpg,1024,768,Beer,97,113,275,303
03841e4cff5c16b5.jpg,1024,768,Beer,260,42,410,214
03841e4cff5c16b5.jpg,1024,768,Beer,342,54,559,272
03841e4cff5c16b5.jpg,1024,768,Beer,767,37,1023,287
0390e57cb9d74d2b.jpg,1024,683,Pizza,473,422,837,584
039d474f9be32ffa.jpg,1024,1024,Beer,222,863,431,1022
039d474f9be32ffa.jpg,1024,1024,Beer,702,747,921,1022
03acd0d01581a3c5.jpg,1024,1024,Hamburger,0,204,550,744
03ad76a4db7b8728.jpg,1024,682,Hamburger,335,250,673,623
03b14a33c5079c15.jpg,1024,768,Hamburger,80,0,1023,765
03c5454db1efb8b6.jpg,1024,765,Hamburger,0,199,858,764
03cb9ceda0f1550a.jpg,718,1024,Beer,92,520,387,917
03cb9ceda0f1550a.jpg,718,1024,Beer,393,473,555,683
03cf7d99c85e8fdf.jpg,768,1024,Beer,279,508,391,698
03cf7d99c85e8fdf.jpg,768,1024,Beer,369,470,494,748
03cf7d99c85e8fdf.jpg,768,1024,Beer,479,481,664,805
03d51e2961c6442b.jpg,858,1024,Beer,46,24,856,1021
03da2cf4bef28cfb.jpg,1024,680,Hamburger,0,0,356,248
03da2cf4bef28cfb.jpg,1024,680,Hamburger,655,372,1022,624
03de0c24e966e7f4.jpg,1024,576,Hamburger,352,60,938,575
03e2a8ae34bdb18f.jpg,1024,1024,Hamburger,115,192,895,955
03e719c6d1f4f665.jpg,1024,1024,Beer,229,83,759,973
03edc301402c4f48.jpg,768,1024,Beer,198,98,555,1014
03f258806f21e653.jpg,1024,1024,Hamburger,100,31,997,993
03fa6a296b4e571c.jpg,1024,768,Beer,0,472,52,760
03fa6a296b4e571c.jpg,1024,768,Beer,135,540,231,612
03fa6a296b4e571c.jpg,1024,768,Beer,139,545,227,598
03fa6a296b4e571c.jpg,1024,768,Beer,154,395,221,506
03fa6a296b4e571c.jpg,1024,768,Beer,373,384,455,504
03fa6a296b4e571c.jpg,1024,768,Beer,520,413,641,661
03fa6a296b4e571c.jpg,1024,768,Beer,698,402,782,598
04113c613237c897.jpg,1024,680,Pizza,0,0,1023,679
0414b2198b98dac8.jpg,1024,768,Hamburger,63,0,833,767
041f6fdf50bedbe8.jpg,1024,768,Hamburger,362,162,858,591
0441a2b2bcf03b50.jpg,1024,680,Hamburger,209,0,683,382
0467515a03e8d7d0.jpg,768,768,Pizza,146,322,464,766
0467515a03e8d7d0.jpg,768,768,Pizza,441,287,766,693
047f126b18a2e083.jpg,1024,683,Pizza,46,51,1022,660
047fcac21f7c60bd.jpg,1024,1024,Beer,0,80,881,1022
04891d3fe79551a1.jpg,768,1024,Pizza,0,49,765,898
048b144746d591a2.jpg,683,1024,Hamburger,56,416,656,822
04947bfd5edccc6a.jpg,1024,768,Hamburger,392,238,762,517
04954804cf639162.jpg,1024,768,Beer,210,56,590,715
04954804cf639162.jpg,1024,768,Beer,537,188,777,519
049720d842de2d3e.jpg,1024,768,Beer,236,233,505,700
049720d842de2d3e.jpg,1024,768,Beer,590,0,903,692
04b2ba30ae5de5db.jpg,1024,683,Beer,164,27,865,681
04b90b17a7ca8aa4.jpg,1024,765,Beer,145,436,215,558
04b90b17a7ca8aa4.jpg,1024,765,Beer,414,440,467,530
04b90b17a7ca8aa4.jpg,1024,765,Beer,574,407,609,460
04d9ac484d3820a5.jpg,1024,768,Hamburger,23,0,1023,767
04d9ac484d3820a5.jpg,1024,768,Hamburger,32,0,1023,767
04df9321ebdf05ed.jpg,1024,1024,Beer,16,4,654,1022
04e51efc6c5eaecf.jpg,680,1024,Hamburger,0,529,380,876
04ea75da73a7f9dd.jpg,768,1024,Beer,207,225,579,995
04ef99d0f156037b.jpg,1024,899,Hamburger,166,539,377,821
050304cfd38b06fa.jpg,1024,683,Pizza,66,0,1022,677
0509af521392cfd4.jpg,1024,768,Beer,304,380,405,537
050a5b05d45660e8.jpg,1024,681,Pizza,14,89,556,680
050a5b05d45660e8.jpg,1024,681,Pizza,563,122,850,335
050f5bb311e21219.jpg,1024,1024,Pizza,0,0,710,935
050f5bb311e21219.jpg,1024,1024,Pizza,102,668,945,1022
050f5bb311e21219.jpg,1024,1024,Pizza,158,80,1022,838
050f5bb311e21219.jpg,1024,1024,Pizza,472,11,1022,366
0525804e5326df4f.jpg,1024,768,Pizza,69,5,931,767
052c7ea5e177d189.jpg,1024,507,Pizza,341,56,679,416
052c7ea5e177d189.jpg,1024,507,Pizza,679,54,1022,434
0537ae9a374fb266.jpg,1024,1024,Pizza,0,54,1022,1022
053d2ed318a26b59.jpg,768,1024,Pizza,171,389,449,551
053d2ed318a26b59.jpg,768,1024,Pizza,403,273,632,416
053e2f1332c7d7a2.jpg,1024,768,Beer,101,208,223,320
053e2f1332c7d7a2.jpg,1024,768,Beer,244,240,397,489
053e2f1332c7d7a2.jpg,1024,768,Beer,460,415,672,765
053e2f1332c7d7a2.jpg,1024,768,Beer,621,145,784,367
053ead80f4e926a0.jpg,768,768,Pizza,0,125,766,664
0547b867e41a6bc9.jpg,1024,1024,Hamburger,0,58,976,970
0552e9c4e54f1ff3.jpg,1024,768,Hamburger,244,0,1023,554
055c3c61c9da6e4a.jpg,1024,852,Hamburger,149,419,279,528
055c3c61c9da6e4a.jpg,1024,852,Hamburger,231,393,325,466
055ee628524ac325.jpg,1024,764,Hamburger,460,0,1018,534
0560a22402c23590.jpg,768,1024,Hamburger,117,311,767,910
056aea82a04a4787.jpg,765,1024,Pizza,0,72,764,947
05764debad495b44.jpg,1024,768,Hamburger,111,67,839,716
057cd3456cf107a1.jpg,683,1024,Pizza,0,101,681,836
0580b6346091a342.jpg,1024,768,Pizza,175,426,817,718
058a7e4643a6c4fb.jpg,1024,683,Pizza,159,459,979,682
058e8aba37a4213f.jpg,1024,575,Hamburger,8,0,593,490
058e8aba37a4213f.jpg,1024,575,Hamburger,451,53,1023,534
0591cc0e606450a0.jpg,1024,768,Hamburger,83,44,873,716
05955dbe4bf76a9d.jpg,1024,768,Pizza,0,12,469,660
05955dbe4bf76a9d.jpg,1024,768,Pizza,451,27,1022,735
0595798226282eef.jpg,1024,768,Beer,312,140,524,446
0596feee5861123a.jpg,1024,682,Hamburger,274,139,912,566
0597d47498c296d3.jpg,1024,768,Pizza,112,240,865,733
05a182d9503a06b3.jpg,1024,768,Hamburger,296,293,441,441
05a182d9503a06b3.jpg,1024,768,Hamburger,471,444,707,702
05a8981a9a6f3539.jpg,1024,1024,Hamburger,0,241,537,878
05a8981a9a6f3539.jpg,1024,1024,Hamburger,302,65,748,571
05a8981a9a6f3539.jpg,1024,1024,Hamburger,558,0,908,406
05a8981a9a6f3539.jpg,1024,1024,Hamburger,822,0,1020,238
05c920d512f2d9ff.jpg,768,1024,Hamburger,71,98,659,714
05d1d7c22f749f28.jpg,768,1024,Hamburger,0,406,595,1023
05e5afaad63f5e62.jpg,1024,683,Hamburger,787,62,1023,438
05ec6c920f8ca532.jpg,1024,683,Hamburger,0,150,986,682
05f4225391bc69da.jpg,1024,768,Hamburger,11,128,617,576
05f9e965bf500283.jpg,1024,766,Hamburger,0,124,1016,764
0604edb20ef14bdf.jpg,1024,683,Beer,136,291,272,567
0604edb20ef14bdf.jpg,1024,683,Beer,494,257,571,436
0604edb20ef14bdf.jpg,1024,683,Beer,642,261,740,472
0604edb20ef14bdf.jpg,1024,683,Beer,895,221,924,285
06065d2d3b4578ad.jpg,1024,768,Hamburger,409,23,946,476
0624a9fe80cba34a.jpg,1024,1024,Pizza,75,245,896,906
0624a9fe80cba34a.jpg,1024,1024,Pizza,517,0,1022,229
0626212e34854ecb.jpg,768,768,Pizza,0,49,766,725
0635240fe1deb84a.jpg,1024,1024,Hamburger,142,0,731,355
06375954f2c22bad.jpg,1024,1024,Pizza,92,691,1022,1022
06375954f2c22bad.jpg,1024,1024,Pizza,287,409,388,453
06375954f2c22bad.jpg,1024,1024,Pizza,721,358,814,384
063f41d394e9e960.jpg,682,1024,Hamburger,225,550,573,858
0644c47b24253a96.jpg,1024,678,Pizza,56,302,1023,535
0655cfacec061742.jpg,768,1024,Beer,101,0,701,1023
0658c13a6f7547b1.jpg,774,1024,Pizza,0,592,37,858
0658c13a6f7547b1.jpg,774,1024,Pizza,56,523,749,928
065f497c5d84e241.jpg,1024,768,Pizza,184,124,876,564
0661628057485335.jpg,1024,683,Beer,414,0,689,317
0661628057485335.jpg,1024,683,Beer,32,0,426,433
066ba98f42b73db2.jpg,768,768,Pizza,23,46,756,577
06712263c2bcd929.jpg,1024,683,Hamburger,436,0,1022,630
0680615a46a53db5.jpg,1024,704,Pizza,325,524,667,703
06826636ba771094.jpg,768,1024,Beer,7,132,687,1023
068268cdf61f5087.jpg,1024,683,Pizza,137,4,961,678
0682cbc10da53727.jpg,1024,768,Pizza,3,117,964,701
0686cf30b1bc065f.jpg,1024,768,Pizza,0,359,355,767
0686cf30b1bc065f.jpg,1024,768,Pizza,0,0,419,432
0686cf30b1bc065f.jpg,1024,768,Pizza,466,20,1023,767
0689c72719cd7fb1.jpg,1024,683,Hamburger,168,102,777,609
068ee216036c766d.jpg,768,768,Hamburger,3,8,745,693
06986c4cca7602c8.jpg,768,1024,Hamburger,435,430,633,707
069bd3700d598c23.jpg,1024,683,Hamburger,467,218,945,645
06c1afc970b34f87.jpg,680,1024,Hamburger,0,412,210,800
06c1afc970b34f87.jpg,680,1024,Hamburger,127,459,547,856
06c1afc970b34f87.jpg,680,1024,Hamburger,184,339,420,511
06c1afc970b34f87.jpg,680,1024,Hamburger,425,373,679,759
06c7e2d94d888948.jpg,768,1024,Beer,69,272,341,886
06e2c5e45451cae2.jpg,1024,969,Hamburger,0,20,1011,945
06e37fc515c4c81f.jpg,1024,768,Hamburger,318,465,516,617
06e37fc515c4c81f.jpg,1024,768,Hamburger,510,451,714,621
06e37fc515c4c81f.jpg,1024,768,Hamburger,531,303,672,436
06e37fc515c4c81f.jpg,1024,768,Hamburger,563,247,678,314
06e37fc515c4c81f.jpg,1024,768,Hamburger,620,207,678,256
06e4ae3b07ba9861.jpg,913,1024,Hamburger,0,0,912,966
06ea6f5567acf905.jpg,768,1024,Beer,247,189,574,679
06f3edd628f2808d.jpg,1024,680,Hamburger,654,51,1023,577
0712fa915049d0fb.jpg,1024,768,Hamburger,8,26,937,767
0719894cafb5d9be.jpg,1024,1024,Pizza,24,487,1003,999
071a496764330e0f.jpg,768,1024,Pizza,1,548,518,1008
071d1275c3abee44.jpg,1024,683,Pizza,0,0,1023,675
072848b602a4825e.jpg,768,1024,Beer,167,840,265,1023
072848b602a4825e.jpg,768,1024,Beer,461,796,533,970
072848b602a4825e.jpg,768,1024,Beer,603,793,678,926
072ea59981b46408.jpg,1024,683,Hamburger,40,35,868,607
073819eb205e5bba.jpg,768,1024,Pizza,0,131,763,785
073819eb205e5bba.jpg,768,1024,Pizza,0,140,767,779
074751e6b006264a.jpg,1024,1024,Beer,75,361,316,737
074751e6b006264a.jpg,1024,1024,Beer,414,378,632,716
074751e6b006264a.jpg,1024,1024,Beer,749,329,990,747
075a7cc78135b1e7.jpg,883,1024,Pizza,274,627,838,853
0764029cc71a451f.jpg,1024,768,Hamburger,191,30,990,751
